Home goals,Home shots,Home misses,Home blocks,Home Corsi,Away goals,Away shots,Away misses,Away blocks,Away Corsi
2,32,19,30,83,3,23,16,11,53
3,33,12,20,68,1,25,12,11,49
4,35,11,8,58,3,25,8,7,43
3,33,15,17,68,4,20,10,12,46
1,26,12,14,53,5,22,11,8,46
2,28,6,8,44,2,38,17,24,81
0,28,9,14,51,5,30,6,21,62
3,24,9,15,51,0,31,16,21,68
6,28,9,17,60,4,42,13,17,76
6,33,11,24,74,2,28,10,19,59
5,29,10,14,58,1,28,12,19,60
1,30,11,14,56,5,34,11,12,62
3,22,20,8,53,1,24,15,22,62
5,31,9,8,53,2,32,11,19,64
2,27,14,20,63,4,26,17,17,64
3,23,13,7,46,4,32,15,17,68
5,21,12,19,57,2,25,5,11,43
3,21,6,8,38,2,40,10,19,71
1,35,13,20,69,1,27,15,6,49
1,18,16,7,42,3,15,8,6,32
3,25,11,11,50,2,39,13,15,69
3,29,10,15,57,4,23,12,23,62
1,32,13,15,61,4,15,7,8,34
3,27,10,16,56,5,23,7,10,45
4,24,16,15,59,3,25,13,21,62
0,29,8,11,48,3,17,9,14,43
6,26,8,14,54,2,29,10,13,54
4,19,7,16,46,5,21,22,17,65
1,27,14,18,60,2,24,13,8,47
1,26,14,21,62,5,27,14,13,59
3,23,8,10,44,0,30,8,21,59
6,32,9,7,54,2,25,14,15,56
5,29,10,12,56,2,13,7,15,37
2,20,10,7,39,4,18,8,11,41
1,36,11,23,71,4,19,11,14,48
3,41,20,22,86,4,22,5,12,43
3,27,10,12,52,4,31,11,10,56
2,26,13,8,49,4,27,12,14,57
3,20,16,10,49,1,33,3,19,56
3,28,20,8,59,2,16,1,12,31
1,24,14,7,46,2,33,10,18,63
4,27,14,20,65,2,17,8,24,51
7,36,10,9,62,3,24,13,8,48
2,29,18,17,66,1,19,10,14,44
4,21,12,13,50,5,21,8,15,49
1,34,20,12,67,4,26,9,14,53
1,39,21,15,76,6,30,3,3,42
3,17,13,7,40,2,31,12,14,59
3,33,14,20,70,1,18,5,15,39
3,29,6,19,57,5,26,9,12,52
5,24,14,10,53,2,21,9,17,49
5,16,9,6,36,2,26,8,7,43
5,31,6,5,47,1,19,6,12,38
5,20,7,7,39,4,22,8,12,46
1,35,15,17,68,2,23,5,9,39
3,21,13,12,49,4,22,12,17,55
1,19,11,10,41,5,31,12,12,60
3,21,16,28,68,2,28,17,16,63
3,25,13,14,55,3,35,9,9,56
3,26,18,15,62,3,28,12,12,55
1,31,19,18,69,0,20,12,13,45
