Sum of home r,Sum of away r
-1.2674528558111527e-11,6.540989802369104e-13
4.491824045623426e-13,2.7733158803976493e-13
4.491824045623426e-13,2.7733158803976493e-13
4.491824045623426e-13,2.7733158803976493e-13
8.939736731814623e-12,5.298196359126295e-12
8.939736731814623e-12,5.298196359126295e-12
1.1106085498288027e-11,-2.520238453151101e-13
1.9172975174298705e-12,1.5133276188800334e-12
1.0726445676494575e-11,6.540989802369104e-13
8.171742734068788e-12,3.457814893493251e-12
2.6802487257000514e-12,2.787257211134863e-12
7.505072733038522e-12,1.3371257550436711e-12
7.505072733038522e-12,1.3371257550436711e-12
-1.2674528558111527e-11,-9.656146801167004e-13
1.1106085498288027e-11,3.457814893493251e-12
1.1106085498288027e-11,3.457814893493251e-12
1.9172975174298705e-12,1.5133276188800334e-12
4.458068738786644e-12,4.73174448574808e-12
1.1106085498288027e-11,9.511601977618028e-13
2.5689934936239637e-12,8.633026533494761e-13
2.5689934936239637e-12,2.7750987794548404e-12
-1.0665408272674778e-11,-1.6483307941551109e-12
2.5689934936239637e-12,3.457814893493251e-12
-1.1190044098295724e-11,4.413411010846637e-12
-1.1190044098295724e-11,4.413411010846637e-12
-1.1190044098295724e-11,-2.9101019547299175e-12
6.948856209918559e-13,2.7733158803976493e-13
7.243216028886969e-12,5.298196359126295e-12
6.80485999020717e-12,1.1721803713942714e-12
3.584195509978639e-12,9.172873466541523e-13
-1.1190044098295724e-11,-9.656146801167004e-13
1.7972524771558016e-12,3.0354825341804565e-12
1.7972524771558016e-12,4.04902837170967e-12
8.531596958463364e-12,3.6452197698323304e-12
2.5689934936239637e-12,1.5133276188800334e-12
1.0726445676494575e-11,4.04902837170967e-12
-1.1715127693643495e-11,1.3368150942753208e-12
-1.1715127693643495e-11,-6.076721803378964e-13
1.4704018739732517e-12,1.5133276188800334e-12
1.0726445676494575e-11,-1.6483307941551109e-12
1.0726445676494575e-11,-1.427310620522642e-12
-8.889082061059458e-12,4.106915710238272e-12
1.1106085498288027e-11,9.083230104143534e-13
1.8975119200309956e-12,-9.656146801167004e-13
1.6753346674170836e-12,2.7750987794548404e-12
2.3412962052198267e-12,2.805129523947975e-12
1.0726445676494575e-11,1.3368150942753208e-12
-1.0665408272674778e-11,-6.076721803378964e-13
-1.0665408272674778e-11,-1.6483307941551109e-12
2.176892298949253e-12,4.73174448574808e-12
1.9260118715888033e-12,2.7733158803976493e-13
1.9260118715888033e-12,2.7733158803976493e-13
5.604376366384302e-13,5.298196359126295e-12
2.4360870143668508e-12,5.298196359126295e-12
-1.2674528558111527e-11,-9.656146801167004e-13
-1.2674528558111527e-11,-9.656146801167004e-13
-1.2674528558111527e-11,-9.656146801167004e-13
-1.1190044098295724e-11,-6.076721803378964e-13
1.0726445676494575e-11,-4.625737597715154e-13
2.3884069739005346e-12,1.5133276188800334e-12
-1.1190044098295724e-11,6.540989802369104e-13
1.8257524287136093e-12,5.315736483405185e-12
1.8257524287136093e-12,5.315736483405185e-12
1.8257524287136093e-12,5.63978526224331e-12
-1.108978465542053e-11,3.415932887359789e-14
-1.108978465542053e-11,3.415932887359789e-14
1.8300796647940395e-11,1.6028863898975254e-11
-1.2303434822511593e-12,4.413937527077222e-11
5.2557328597923445e-12,1.1982670096497543e-11
2.1026617545300707e-11,1.4041382366136525e-11
8.688993814625024e-12,7.70993430434895e-12
1.492941792970669e-11,1.5162470727703685e-11
1.492941792970669e-11,1.5162470727703685e-11
1.8300796647940395e-11,1.6028863898975254e-11
-2.0906904675472054e-13,4.413937527077222e-11
7.051788702305617e-12,1.5162470727703685e-11
1.2203597032346377e-11,1.7149952260542414e-11
-9.450941993944769e-13,4.413937527077222e-11
7.663051642703037e-12,1.0180915390917391e-11
7.663051642703037e-12,1.0180915390917391e-11
9.929418882490663e-12,1.2417334376676047e-11
1.3349734479245881e-11,1.8140903597647517e-11
1.802263651851972e-11,2.0871888519991588e-11
-2.397524210148755e-12,3.105255727847284e-11
-2.397524210148755e-12,3.105255727847284e-11
1.2203597032346377e-11,1.5162470727703685e-11
2.1026617545300707e-11,7.70993430434895e-12
1.8300796647940395e-11,2.331429562735673e-12
3.832219266896645e-12,2.31471113753069e-11
2.41610977335491e-12,2.31471113753069e-11
7.663051642703037e-12,1.0180915390917391e-11
1.683219803743346e-11,8.933290283172734e-12
6.940108734266686e-12,4.0108849592059156e-12
6.940108734266686e-12,4.0108849592059156e-12
6.940108734266686e-12,4.0108849592059156e-12
7.052691295416208e-12,4.0108849592059156e-12
1.2203597032346377e-11,1.7149952260542414e-11
1.4193392777066935e-11,3.1707423486826608e-12
1.243382705867233e-11,2.31471113753069e-11
-6.311980297775798e-13,5.489142108890813e-12
1.2203597032346377e-11,4.182097551056407e-11
7.663051642703037e-12,1.130200375248455e-11
1.5483062075185656e-11,2.0496539871155013e-12
7.663051642703037e-12,8.933290283172734e-12
1.683219803743346e-11,1.6270308317813993e-11
-2.0906904675472054e-13,1.7149952260542414e-11
1.4193392777066935e-11,4.182097551056407e-11
1.0482712286217627e-13,1.3869945771700924e-11
5.888130568839297e-12,1.6028863898975254e-11
5.888130568839297e-12,1.6028863898975254e-11
1.3908143494210252e-11,4.413937527077222e-11
3.832219266896645e-12,2.31471113753069e-11
3.832219266896645e-12,1.8810565915041046e-11
1.2203597032346377e-11,1.519346177626607e-11
1.893093206487014e-11,1.5162470727703685e-11
1.951581098564412e-11,1.5162470727703685e-11
3.152134925994666e-12,2.31471113753069e-11
8.822418193357722e-12,4.645903786530753e-11
-6.983494946893628e-12,2.888966773062489e-12
-4.479086770711961e-12,4.413937527077222e-11
1.4095624699715689e-11,1.6028863898975254e-11
5.8566824847938094e-12,2.0496539871155013e-12
7.663051642703037e-12,1.450451198958561e-12
7.663051642703037e-12,2.4900760046696688e-12
2.082893390989603e-12,5.269280855322146e-13
2.082893390989603e-12,5.269280855322146e-13
2.082893390989603e-12,5.269280855322146e-13
2.082893390989603e-12,-3.4526264569140735e-12
2.082893390989603e-12,-3.4526264569140735e-12
-2.0554081293054805e-10,-5.501204020111014e-13
3.0203016330348093e-13,-8.874325648384205e-14
-1.2594350611233939e-12,-1.0467276052019288e-12
-1.2594350611233939e-12,-1.0467276052019288e-12
-3.508878260689493e-11,4.389602913961772e-12
-3.508878260689493e-11,4.389602913961772e-12
-1.8955051780671142e-10,-2.1327232944031995e-11
9.970521148834717e-13,-4.265797786888127e-12
9.970521148834717e-13,-4.265797786888127e-12
-5.222546627038388e-11,-2.1327232944031995e-11
-5.222546627038388e-11,-2.1327232944031995e-11
9.970521148834717e-13,4.5670561334524315e-12
-3.2870123052303727e-12,4.5670561334524315e-12
-3.2870123052303727e-12,4.5670561334524315e-12
-5.222546627038388e-11,-8.17777865262856e-12
-3.766573070466414e-11,4.714022920659141e-13
-6.494618183754927e-13,3.800262426709118e-13
-6.494618183754927e-13,3.800262426709118e-13
-1.2594350611233939e-12,-1.529875696079987e-11
-1.2594350611233939e-12,-1.529875696079987e-11
-5.222546627038388e-11,-1.3964525897760641e-11
-1.2594350611233939e-12,3.31666330362449e-13
-1.2594350611233939e-12,3.31666330362449e-13
-1.2594350611233939e-12,-4.581219214556496e-12
-1.7600736918239373e-10,-2.5639949139741997e-12
9.970521148834717e-13,4.5670561334524315e-12
9.970521148834717e-13,4.5670561334524315e-12
9.970521148834717e-13,4.5670561334524315e-12
-3.508878260689493e-11,7.941432742680933e-13
-3.2832295430888066e-11,5.091195498531083e-13
9.970521148834717e-13,5.091195498531083e-13
-4.8529701002946525e-12,-3.699432482182946e-12
1.2283713563194297e-11,-8.17777865262856e-12
-2.2337986535248296e-10,-1.3964525897760641e-11
-2.2337986535248296e-10,-1.3964525897760641e-11
-2.2337986535248296e-10,-1.3964525897760641e-11
-1.683670810395991e-11,-2.5639949139741997e-12
9.970521148834717e-13,4.5670561334524315e-12
-2.20657266156796e-10,-6.621931497573523e-12
-2.20657266156796e-10,-6.621931497573523e-12
-5.222546627038388e-11,-1.2241808246925881e-12
-5.222546627038388e-11,-1.2241808246925881e-12
9.970521148834717e-13,4.5670561334524315e-12
1.2283713563194297e-11,-8.17777865262856e-12
-1.8955051780671142e-10,-8.17777865262856e-12
-4.253085175167337e-12,-4.820740262764652e-12
-1.839611872461234e-11,-1.3964525897760641e-11
-2.2337986535248296e-10,-2.5639949139741997e-12
-1.85519838685333e-11,7.598992632226541e-13
-3.279126097915652e-11,-1.5798230896072827e-11
1.0435508562658991e-11,-6.621931497573523e-12
1.9565778104085894e-12,-1.0467276052019288e-12
1.9565778104085894e-12,-4.78457103159219e-12
-3.325659043621396e-11,-8.17777865262856e-12
-2.1389768838656288e-11,-1.3964525897760641e-11
-1.7696689487791885e-10,-9.224044304854597e-12
-1.7696689487791885e-10,-9.224044304854597e-12
-1.4580220927953045e-11,-8.17777865262856e-12
-3.397339176744885e-11,-1.9082738606140392e-12
-1.8955051780671142e-10,-6.621931497573523e-12
1.4295460027908954e-11,-1.0467276052019288e-12
-2.24133871045268e-12,-1.2241808246925881e-12
-4.8529701002946525e-12,-5.7040750217529344e-12
1.9883747759013545e-11,-2.818021797815505e-12
5.115756403412297e-12,-9.589945739975746e-13
2.5183004663952658e-11,-2.818021797815505e-12
2.8737177108559453e-11,-9.589945739975746e-13
1.8039018593011531e-12,-9.589945739975746e-13
-7.780614692503161e-13,-8.784794792078644e-13
-1.0004548339774446e-10,-1.976450779467731e-12
2.5183004663952658e-11,-2.818021797815505e-12
6.737044323679231e-12,1.5880863616164654e-12
6.737044323679231e-12,-2.818021797815505e-12
6.737044323679231e-12,5.706301561463088e-13
5.115756403412297e-12,5.706301561463088e-13
-8.830630082601981e-11,-9.589945739975746e-13
-7.873717393997178e-12,-1.7900691189818747e-12
-8.886625780115976e-11,-2.4233272065102218e-11
1.8261393903421952e-13,-2.4902472310352907e-11
1.8261393903421952e-13,-2.4902472310352907e-11
1.9883747759013545e-11,-4.074131789917475e-12
8.570756320336446e-13,1.5880863616164654e-12
8.570756320336446e-13,1.5880863616164654e-12
-2.5744604890580648e-12,-2.582059250194069e-11
-9.578680262636581e-11,-5.091587995387632e-12
-9.578680262636581e-11,-5.091587995387632e-12
1.8039018593011531e-12,-2.818021797815505e-12
2.680429258421959e-11,2.971154181043959e-13
2.680429258421959e-11,-9.589945739975746e-13
6.614408000164145e-12,-2.452651381466218e-12
-9.460493452824259e-11,5.706301561463088e-13
-9.67087666721559e-11,-1.898500729352961e-12
-9.67087666721559e-11,-1.898500729352961e-12
-4.442181272905468e-12,-4.074131789917475e-12
-9.351955038771834e-11,-3.5585888795289163e-12
-9.351955038771834e-11,-3.5585888795289163e-12
-9.460493452824259e-11,-3.2865110693545494e-12
1.0657951851592754e-13,2.5062065532042478e-12
4.524249838772997e-12,-2.818021797815505e-12
4.524249838772997e-12,-2.818021797815505e-12
3.002525559491058e-11,-1.976450779467731e-12
1.9883747759013545e-11,-2.818021797815505e-12
1.9883747759013545e-11,-1.7977804494413163e-12
8.108702634347623e-13,-9.589945739975746e-13
-9.351955038771834e-11,-9.589945739975746e-13
-9.351955038771834e-11,2.844196353718436e-12
1.9883747759013545e-11,-5.33959126879904e-13
-9.312197563471884e-11,1.4204431283198143e-13
-9.312197563471884e-11,1.4204431283198143e-13
2.3669006396572247e-12,-3.337789879857382e-12
2.3669006396572247e-12,-3.337789879857382e-12
5.000237866005498e-11,-6.125327637515859e-12
-1.0285417483203146e-11,-1.3128550030349553e-11
-1.4399379207578762e-11,-9.026659948064151e-12
4.4949521401611095e-11,-1.1105019680859782e-12
-3.9826852196297797e-11,-1.865547773273738e-11
2.052786610307558e-12,3.1027046592583248e-12
2.052786610307558e-12,1.0242903338128146e-12
5.000237866005498e-11,-1.55214701446591e-11
-3.9826852196297797e-11,-9.026659948064151e-12
2.645646276908169e-11,-9.026659948064151e-12
2.645646276908169e-11,-4.157500986469277e-12
2.613863148122113e-11,-1.344305581921359e-11
4.2885990032042675e-11,3.762877392158024e-12
5.000237866005498e-11,-1.1232956457249671e-11
1.861049017030007e-12,3.5331619307076886e-12
-1.0285417483203146e-11,-2.4249112708087334e-11
2.084949159857864e-12,3.1027046592583248e-12
-1.0093679889925595e-11,-2.358893997518763e-11
-1.4399379207578762e-11,-1.344305581921359e-11
-1.4399379207578762e-11,-1.344305581921359e-11
-9.869779747097738e-12,-2.6327527033532844e-11
-1.028824829738254e-11,-1.344305581921359e-11
-9.029351995800411e-12,-1.344305581921359e-11
-9.079071170043179e-12,-3.2234256157836175e-12
5.184586319362084e-11,-3.090885868599561e-12
2.227388575633839e-11,-5.700383654868718e-12
2.905470423520017e-11,-2.6327527033532844e-11
2.75124221485769e-11,3.762877392158024e-12
-1.0093679889925595e-11,3.762877392158024e-12
5.184586319362084e-11,-9.204236548756186e-12
5.184586319362084e-11,-9.204236548756186e-12
-1.0061517340375289e-11,3.1027046592583248e-12
-4.451216981200193e-13,-5.8924888324138815e-12
-4.1295914856971314e-13,-5.8924888324138815e-12
2.667150964604133e-13,-1.2468377297449853e-11
2.5482509763806864e-11,-1.2468377297449853e-11
2.645646276908169e-11,-1.2468377297449853e-11
5.170310411055401e-11,-1.278288308631389e-11
2.2766867531354154e-12,-1.5206964355795065e-11
2.75124221485769e-11,-9.026659948064151e-12
-1.0061517340375289e-11,-7.29772829470408e-12
-1.0061517340375289e-11,3.1027046592583248e-12
-1.0061517340375289e-11,1.552778030194106e-12
2.052786610307558e-12,-2.6327527033532844e-11
2.052786610307558e-12,-2.6327527033532844e-11
-1.0061517340375289e-11,-2.358893997518763e-11
2.495327888579985e-11,-5.0813846174467656e-12
0.0,-9.167973835374835e-12
2.51800098428071e-11,-7.49308050007536e-12
2.51800098428071e-11,-7.49308050007536e-12
2.4534643585220916e-11,8.865004929913994e-12
2.3100337174744267e-11,-3.5223392899172323e-12
-3.3113816711864996e-12,8.865004929913994e-12
-3.507332852730057e-12,8.865004929913994e-12
2.3676567035105808e-11,6.097158508254598e-12
2.3179651440665533e-11,2.0356094399642035e-12
-3.1648647694360987e-13,5.9569025176347184e-12
1.3955176787751889e-12,8.865004929913994e-12
1.3955176787751889e-12,8.865004929913994e-12
2.3676567035105808e-11,-1.1562119367601648e-11
2.3676567035105808e-11,6.618744227789487e-13
2.3676567035105808e-11,-3.62048135103875e-12
-4.3112247648986596e-12,1.0958007059323872e-11
2.4123882629027346e-11,-1.06046820225965e-12
2.4123882629027346e-11,-1.06046820225965e-12
2.4123882629027346e-11,-1.2111390548038236e-12
8.02519616964809e-13,7.658847606851096e-12
8.02519616964809e-13,7.658847606851096e-12
-1.290523999377671e-12,7.293755068236362e-12
3.1934728858307255e-13,6.111754283540153e-12
3.1934728858307255e-13,5.999105584407057e-12
-5.387292615320352e-13,5.999105584407057e-12
2.4123882629027346e-11,-1.06046820225965e-12
-8.680861787984105e-13,6.050755807210558e-13
2.3676567035105808e-11,6.097158508254598e-12
2.3676567035105808e-11,6.097158508254598e-12
3.1934728858307255e-13,4.004156378844721e-12
6.74750664006853e-13,7.293755068236362e-12
2.3676567035105808e-11,1.0958007059323872e-11
-4.799116680632592e-13,-2.7727978485996406e-12
-4.799116680632592e-13,-2.7727978485996406e-12
-6.901312732127405e-12,-1.3542472797878429e-11
-4.7618858137012e-12,-1.3655121497011525e-11
2.3225905986303268e-11,1.0972602834609426e-11
2.3225905986303268e-11,1.0972602834609426e-11
1.2339610703951525e-13,5.848434731862883e-12
1.2339610703951525e-13,5.848434731862883e-12
-2.235211280994383e-12,-1.1562119367601648e-11
-2.235211280994383e-12,-1.1562119367601648e-11
-5.387292615320352e-13,1.0972602834609426e-11
2.2490578387186083e-11,6.825270618855888e-12
-4.3112247648986596e-12,-9.056164363542156e-13
2.4534643585220916e-11,1.691903444805249e-11
-2.235211280994383e-12,-3.62048135103875e-12
-5.387292615320352e-13,6.111754283540153e-12
-3.453148214783552e-12,-1.3655121497011525e-11
6.74750664006853e-13,7.293755068236362e-12
6.74750664006853e-13,7.293755068236362e-12
1.6468163689403499e-12,2.6835040361849043e-12
-5.545651024120844e-12,9.386619166639465e-13
2.4534643585220916e-11,8.865004929913994e-12
2.4534643585220916e-11,1.716749810589358e-12
2.4534643585220916e-11,-3.62048135103875e-12
1.3955176787751889e-12,-1.1577061905046798e-11
2.083921168803461e-12,-1.3655121497011525e-11
-4.3112247648986596e-12,8.865004929913994e-12
-4.3112247648986596e-12,8.865004929913994e-12
-3.5604341930823237e-12,8.865004929913994e-12
-3.5604341930823237e-12,8.865004929913994e-12
-3.507332852730057e-12,8.865004929913994e-12
8.02519616964809e-13,1.0968332783974189e-11
1.3955176787751889e-12,-3.62048135103875e-12
2.3676567035105808e-11,2.373916891439079e-13
6.01680784053293e-13,-4.357015414546335e-12
1.3955176787751889e-12,-3.62048135103875e-12
-6.4547282384947845e-12,-5.728079255734182e-12
-6.430961679735076e-12,1.0244490724008135e-11
-3.3113816711864996e-12,1.0244490724008135e-11
2.4534643585220916e-11,-3.6500196637694545e-12
7.308807475066254e-13,1.4131995678562032e-11
7.308807475066254e-13,1.4131995678562032e-11
-3.382561475892326e-13,-7.649796005253662e-12
-3.382561475892326e-13,-7.649796005253662e-12
1.950448948299943e-13,8.106412653246144e-13
1.950448948299943e-13,8.106412653246144e-13
-5.988521963847047e-12,-3.2874835183410184e-12
-5.988521963847047e-12,-3.4281773660993687e-12
-2.6482182313390792e-12,-2.156929210587311e-12
-5.561175698739163e-11,-2.1215869482691657e-12
-3.382561475892326e-13,-5.0195146325441e-12
-3.382561475892326e-13,-5.0195146325441e-12
-3.382561475892326e-13,-5.0195146325441e-12
-7.310441276684148e-12,-3.714740155732262e-12
-5.561175698739163e-11,6.225240270241742e-13
-3.382561475892326e-13,-7.76362560783744e-12
-5.561175698739163e-11,-2.1215869482691657e-12
-5.561175698739163e-11,-2.1215869482691657e-12
1.4839600402511669e-12,-1.0844587830226993e-12
-9.47342714236245e-12,-7.649796005253662e-12
-6.440615830432694e-11,6.225240270241742e-13
-6.440615830432694e-11,6.225240270241742e-13
-1.923360330026872e-12,2.198520764040961e-12
-7.028409202546889e-12,2.198520764040961e-12
-1.399203229772371e-12,-5.005944829515797e-12
-1.399203229772371e-12,-5.005944829515797e-12
-1.399203229772371e-12,-5.005944829515797e-12
-3.382561475892326e-13,-7.649796005253662e-12
1.0353096831292578e-12,-3.125438223090026e-12
1.4217694923414809e-12,-2.978535192476773e-12
-5.698532281811012e-11,-5.0195146325441e-12
-5.698532281811012e-11,-5.755719595799589e-12
-5.698532281811012e-11,-5.755719595799589e-12
-6.524067786238022e-11,-4.923831841799442e-12
-5.988521963847047e-12,-3.464899569814194e-12
-5.988521963847047e-12,8.106412653246144e-13
1.950448948299943e-13,-1.7980002396680529e-12
1.950448948299943e-13,-1.7980002396680529e-12
1.950448948299943e-13,-1.7980002396680529e-12
-2.052591656145626e-12,-5.074231521404234e-12
1.1039420953267636e-13,-7.649796005253662e-12
-6.440615830432694e-11,1.4525356246454926e-12
-9.47342714236245e-12,-3.125438223090026e-12
-9.47342714236245e-12,-3.125438223090026e-12
-7.310441276684148e-12,-5.608816565186336e-12
1.4839600402511669e-12,3.49351506471282e-12
-7.759091633806057e-12,6.225240270241742e-13
-3.382561475892326e-13,6.225240270241742e-13
-5.698532281811012e-11,-3.2392678256738034e-12
-2.052591656145626e-12,-4.6796681009753e-12
-3.382561475892326e-13,-3.381862193231402e-12
-3.382561475892326e-13,-3.381862193231402e-12
-6.7928766258113144e-12,-1.072656908220697e-12
-6.083279368979247e-12,2.198520764040961e-12
-5.5309145336605135e-11,-7.649796005253662e-12
1.1349593608823577e-12,-3.2392678256738034e-12
-2.052591656145626e-12,-3.495691795815179e-12
-2.052591656145626e-12,-3.495691795815179e-12
-9.57145322032129e-13,2.198520764040961e-12
1.1039420953267636e-13,-3.495691795815179e-12
1.1039420953267636e-13,-3.495691795815179e-12
1.1039420953267636e-13,-3.495691795815179e-12
1.1039420953267636e-13,-7.025896331078093e-12
-1.9388367423225117e-11,3.585984345812991e-11
-2.690052622574202e-12,1.7362754201189204e-12
6.078951309451437e-12,-5.070893007322959e-12
-4.808335598278637e-11,3.4283994721274173e-11
-7.513584650769984e-12,1.801265529233345e-12
-2.1677407941832064e-12,1.7362754201189204e-12
-4.7911738888064926e-11,3.377114266089082e-12
-4.782574220621629e-11,3.377114266089082e-12
-1.9388367423225117e-11,3.421900461215975e-11
-1.9388367423225117e-11,3.421900461215975e-11
6.078951309451437e-12,1.801265529233345e-12
-4.933019019553938e-11,3.326908936304209e-11
-5.912768024101436e-12,1.2402780678175667e-11
-5.912768024101436e-12,1.2402780678175667e-11
-5.912768024101436e-12,1.2402780678175667e-11
-1.1167421649993048e-12,3.1359853237742224e-11
-1.1167421649993048e-12,3.1359853237742224e-11
-3.1785424605332005e-12,3.20651368687526e-11
-4.7911738888064926e-11,9.546646622945817e-12
-1.913075364665504e-11,1.7362754201189204e-12
-1.913075364665504e-11,-4.044000118642879e-12
-3.9875337137286706e-11,-5.005902898208534e-12
-4.7893615553438005e-11,9.481656513831393e-12
-1.5144279916314604e-11,3.585984345812991e-11
-4.7911738888064926e-11,9.481656513831393e-12
-4.7911738888064926e-11,9.546646622945817e-12
-1.913075364665504e-11,1.7362754201189204e-12
-1.913075364665504e-11,3.377114266089082e-12
5.8213375328813604e-12,-5.070893007322959e-12
-2.7760493044228375e-12,3.4283994721274173e-11
-4.841952098094113e-11,9.546646622945817e-12
-6.557505563605111e-11,3.377114266089082e-12
-6.075201405708421e-12,2.6412275598490005e-11
-1.3255026365925496e-12,1.2402780678175667e-11
-1.975218991545066e-12,1.784906586427818e-11
1.0184644095119804e-11,3.20651368687526e-11
1.0184644095119804e-11,3.20651368687526e-11
-7.193085303781505e-12,3.546804675372088e-11
-6.666298476663355e-12,9.546646622945817e-12
