Sum of home r,Sum of away r
3.817497070884922e-12,-1.4081103864495546e-11
4.437181217512552e-13,-2.996571397292508e-11
4.437181217512552e-13,-2.996571397292508e-11
-5.725949008370601e-12,-7.83482596113905e-12
-5.725949008370601e-12,-7.83482596113905e-12
-5.725949008370601e-12,-7.83482596113905e-12
2.3238607799306893e-12,-4.03151684005362e-12
3.6583636875005504e-13,-2.4533388189113582e-11
1.9225986490957017e-12,-3.874372341382096e-11
3.864686659898899e-12,-1.677614465689635e-11
2.2020545822146537e-12,-4.03151684005362e-12
2.2020545822146537e-12,-4.03151684005362e-12
2.1820109754036715e-12,-2.4918978417255616e-11
3.7230056767674445e-12,-1.3599913522271375e-11
4.494351347463149e-12,-2.7162840782118266e-11
2.902680435693406e-14,-1.0467276052019288e-12
-2.134044617366514e-12,-9.464791154580067e-12
3.745272349500581e-12,-2.5639949139741997e-12
-2.3003592879557253e-13,3.31666330362449e-13
-2.1297101405582752e-12,-2.5639949139741997e-12
-7.477393897337365e-13,-1.0467276052019288e-12
-3.9148270527207866e-13,-1.0828968363743911e-12
-7.082343182877282e-12,-1.3964525897760641e-11
-2.7134706848743556e-12,5.269280855322146e-13
-6.522444939149003e-12,-6.047746906365707e-12
-6.522444939149003e-12,-6.5890013476022945e-12
4.630633055126998e-12,-8.842666478973628e-12
1.4621071657708936e-12,-3.0941282757286024e-11
4.908675383960003e-12,-4.687399434647187e-12
4.681874150852579e-12,-1.837375899027511e-12
1.0177658217410041e-12,-6.787071541729119e-12
1.0177658217410041e-12,-6.787071541729119e-12
-1.0359835865019722e-11,-3.8958817717214106e-13
1.1465322276745165e-12,-7.89194819963505e-12
8.784139625222953e-12,-5.126002809779852e-13
4.096579099414638e-12,-7.517890860924102e-12
4.751741638519379e-12,-7.956941378820392e-12
-8.067964997148591e-12,-3.38550965029821e-12
5.0886512223628566e-12,-3.7389778119826186e-12
1.5779069984360825e-12,-5.992642943353952e-12
-2.3579451396651304e-12,-7.517890860924102e-12
5.949861612164842e-12,-1.6076309777183302e-12
4.344964567009101e-12,-1.0767571157268779e-11
1.4483359288209647e-11,-5.126002809779852e-13
1.4621071657708936e-12,-3.182700785743926e-11
9.311057796869793e-13,-1.0746636689378879e-11
-9.062722714818442e-12,3.749917393808256e-11
-9.062722714818442e-12,3.749917393808256e-11
-1.8832969716055595e-12,1.4524065808276929e-11
-5.1145500188547535e-12,5.7584900008809093e-11
3.561751736341106e-13,-2.6735070932281787e-11
-2.2551990445113398e-13,2.3326168549515487e-11
-2.2551990445113398e-13,6.947251485501789e-11
-1.5373235894196053e-12,1.4283663268550675e-11
-3.4920414385710876e-11,-1.9557379762143592e-11
-5.4715755980036777e-11,3.8956402379471605e-12
6.52810449177216e-11,-1.0560031879439495e-11
2.649132659521573e-13,-1.8691713312106527e-12
1.0307578765588979e-11,-6.075413014655675e-13
8.552872327786024e-12,1.8473597217932847e-12
-4.817888109184957e-12,1.524785544402392e-11
8.552872327786024e-12,5.029538189413671e-12
9.712653641745342e-12,1.4173031289034651e-12
9.712653641745342e-12,-1.7245850133704686e-11
4.8216549631623594e-12,-2.259781874381386e-11
9.359162042341645e-12,2.5126552810000402e-12
6.609785552059115e-13,-3.3493145721271204e-12
6.38374141002308e-12,-1.071788586450272e-11
5.627944677717981e-12,-3.3765027482175877e-13
1.0868817258505179e-11,-1.9314689012779393e-11
1.0868817258505179e-11,-1.0914793654828419e-11
5.627944677717981e-12,-1.1159206226827408e-11
6.657254397347153e-12,-1.939469147301209e-11
-2.9222701787460852e-12,1.7241402467142556e-11
5.0993249585463664e-12,-2.259781874381386e-11
8.552872327786024e-12,-2.839313329109133e-12
8.552872327786024e-12,-2.839313329109133e-12
8.552872327786024e-12,-1.923939715682332e-11
-4.817888109184957e-12,1.4173031289034651e-12
-6.216582993715603e-12,-4.368690296769046e-12
2.9260370327234878e-12,-9.877259799022576e-13
-5.514439837525436e-12,-2.259781874381386e-11
9.359162042341645e-12,1.538981511793568e-11
9.359162042341645e-12,5.191082578814054e-13
-4.784669353165004e-13,1.7488776324241023e-12
9.359162042341645e-12,-2.9829136198658805e-12
4.8216549631623594e-12,5.191082578814054e-13
4.8216549631623594e-12,5.191082578814054e-13
-2.428227940079705e-12,1.9365440342619927e-12
-2.428227940079705e-12,1.2429531194353992e-11
7.663051642703037e-12,1.3187139375120581e-12
1.683219803743346e-11,7.064999393212269e-12
1.8976725561872007e-11,8.007930727036687e-12
1.47812241771594e-12,3.2521370405516517e-12
-2.795719524578761e-12,7.194645390027823e-12
1.3343630813217512e-11,-4.632626807101598e-12
7.539333067997041e-12,-5.6540272916885e-12
4.13073117967144e-12,1.0510888124429826e-11
2.130860490498227e-12,3.0565941394765828e-12
9.886200990828249e-12,-4.356369581464328e-12
-1.2822160924961704e-12,1.4086955939530435e-11
3.733982118703501e-12,1.0510888124429826e-11
1.527218887442197e-11,3.0565941394765828e-12
-6.103525126661717e-12,-1.0711652019595346e-11
1.4510811541115108e-11,1.4086955939530435e-11
4.598461270720575e-12,6.3505059818602425e-12
1.2203597032346377e-11,-1.0711652019595346e-11
1.3312927083286562e-11,8.007930727036687e-12
1.1182322596849938e-11,-5.20050898963191e-12
-1.815685426385973e-12,-1.0061517340375289e-11
2.321819657299702e-11,-2.775411204222243e-12
7.648370683219802e-12,2.645646276908169e-11
-9.562338253163164e-11,2.75124221485769e-11
-9.562338253163164e-11,2.773915310558415e-11
2.468174122250083e-11,-3.98590147458481e-11
-6.504086434167553e-11,1.0495640139280608e-12
9.658123778712878e-13,-9.079071170043179e-12
-5.434587983185212e-13,-9.079071170043179e-12
3.0385417064360205e-11,2.052786610307558e-12
-1.6396656909386552e-12,5.000237866005498e-11
2.210411662429237e-12,5.022910961706223e-11
-6.612624848219978e-11,-4.0050752339125654e-11
3.927543103871799e-12,-1.0093679889925595e-11
5.01292724439605e-12,-1.0093679889925595e-11
-6.612624848219978e-11,2.4574905671335943e-11
6.4690924338078895e-12,1.5592686605350997e-11
-9.40429287792442e-11,5.184586319362084e-11
7.648370683219802e-12,2.5229729017049868e-11
2.5450956553824e-11,-1.0061517340375289e-11
-1.0004548339774446e-10,2.4542743121785637e-11
2.082893390989603e-12,-6.411676155341668e-13
-2.37864563958495e-12,-1.0162015972940461e-11
-6.16403512869916e-12,-4.2255193857538686e-13
-6.16403512869916e-12,-4.2255193857538686e-13
-5.0476796761684075e-12,-3.047917234190083e-11
-4.722234371240255e-12,-8.426291561835653e-12
-1.9680062967714696e-11,3.0897585401151435e-12
6.937424284803087e-13,1.6061193217454414e-12
-1.951150956405842e-11,1.979387495211905e-12
1.1705541306359869e-11,1.189846444760798e-12
-1.907132402381275e-10,-3.201106375825783e-11
-2.2208090403811832e-11,5.754812532780334e-13
1.4540200739201162e-11,1.189846444760798e-12
-1.8552948481617975e-11,3.0897585401151435e-12
1.3580675043676044e-11,3.0897585401151435e-12
-1.7888554046818955e-10,-2.235879205648567e-12
-1.8863450396414083e-10,-3.1008572948793334e-11
-1.951150956405842e-11,1.979387495211905e-12
1.0767615240675004e-11,1.6061193217454414e-12
1.2317839661747764e-11,-1.6798099449239572e-12
7.366724229937386e-12,-2.3373244650831733e-11
-2.37864563958495e-12,-1.0162015972940461e-11
-3.5137612549114888e-12,-7.074704489198837e-12
-3.765151529111174e-12,-1.8759289245202227e-11
-1.921805808077627e-11,7.947539985755903e-14
6.697431472955218e-11,-9.589945739975746e-13
6.697431472955218e-11,-9.589945739975746e-13
4.596797382995322e-13,-4.074131789917475e-12
9.740234738420594e-12,-2.818021797815505e-12
4.596797382995322e-13,-5.091587995387632e-12
4.596797382995322e-13,-5.091587995387632e-12
5.616407632107981e-12,-2.3908046110155427e-11
1.7643850779105227e-11,-1.976450779467731e-12
-1.3389085561097337e-12,-1.3239134723404269e-12
-1.3389085561097337e-12,-1.3239134723404269e-12
8.182861305698174e-12,-2.341829290487379e-12
-2.716875163446339e-13,-1.3239134723404269e-12
6.697431472955218e-11,2.971154181043959e-13
5.327971403314427e-11,-1.9342421766998082e-13
1.0649112869664623e-11,5.706301561463088e-13
4.3963366351618e-11,-1.036115629155219e-12
6.697431472955218e-11,-1.976450779467731e-12
6.606543659830815e-11,-1.976450779467731e-12
2.4111074840290618e-11,-2.887431522513707e-12
-7.392467887368677e-12,1.5880863616164654e-12
-1.6284321002818418e-13,5.898055857383325e-13
6.499821555854305e-11,-9.589945739975746e-13
1.2838781992817137e-11,-2.4902472310352907e-11
6.287727229835083e-11,2.844196353718436e-12
4.596797382995322e-13,-2.818021797815505e-12
7.250259470500546e-11,-7.317687172385833e-13
-7.820178133455418e-12,1.0242903338128146e-12
3.4118426996768914e-11,3.762877392158024e-12
9.939072245141531e-12,-3.5567071729667017e-12
-1.0818103844956328e-11,-2.368611568945391e-11
3.793315364713256e-12,3.762877392158024e-12
3.2978488266303184e-11,3.762877392158024e-12
1.289659331231482e-11,-2.6327527033532844e-11
1.289659331231482e-11,-2.6327527033532844e-11
3.2978488266303184e-11,-1.278288308631389e-11
-3.174065065465135e-11,-7.075808014733948e-12
-3.174065065465135e-11,-7.075808014733948e-12
1.289659331231482e-11,-2.4249112708087334e-11
-1.0818103844956328e-11,-9.026659948064151e-12
-4.027176565930866e-11,-5.8924888324138815e-12
9.939072245141531e-12,-1.1087444735003489e-11
3.793315364713256e-12,-7.590822401445013e-12
3.793315364713256e-12,-3.6679223840065805e-12
-4.027176565930866e-11,-5.8924888324138815e-12
-9.6781651144906e-12,-4.404864703471638e-12
3.8907432065363446e-11,-3.292828653897855e-12
3.8907432065363446e-11,-5.898750368813536e-13
1.289659331231482e-11,-2.5853906264769282e-11
-2.8886394990061486e-11,-2.304110267060006e-11
-4.027176565930866e-11,-1.6418417572895564e-11
-4.027176565930866e-11,-1.6418417572895564e-11
3.460394527887191e-12,-1.5874910053294856e-11
3.460394527887191e-12,-1.5874910053294856e-11
3.37637710708996e-11,-8.973150710287576e-12
-1.35624907298767e-11,2.7218061890633656e-11
-8.842666478973628e-12,6.494761641490037e-13
-5.118857393043899e-12,2.2742034503162586e-12
-3.2389070479141394e-11,3.20625561618826e-11
-9.200149279731216e-12,2.0066260143879594e-12
-5.0637534300321444e-12,2.7606905581749335e-11
-5.0637534300321444e-12,2.7606905581749335e-11
-5.0637534300321444e-12,2.7606905581749335e-11
-1.2158160508777454e-12,0.0
-7.91377696565182e-12,4.33832835492906e-13
-2.501758200534839e-11,6.972286835093751e-12
-2.957935092992142e-11,1.5135233421478823e-12
-6.047746906365707e-12,2.360286777494409e-12
-6.5614649935366565e-12,2.2742034503162586e-12
-3.2389070479141394e-11,2.738036403104997e-11
-6.5890013476022945e-12,2.738036403104997e-11
-6.5890013476022945e-12,2.738036403104997e-11
-3.52280646941463e-11,6.144299296603521e-12
-3.244417444215315e-11,1.2970785103653889e-12
-2.768344855894334e-12,-6.251819634731005e-14
-7.517890860924102e-12,1.9984095392497518e-11
-3.2298661722313915e-11,4.1019474943903265e-12
9.171948892386633e-12,-3.776207253966368e-12
2.716998269520831e-12,6.387548919470985e-14
-2.59649861744587e-12,-3.755006756638774e-12
8.52680836484573e-12,-7.914026258459626e-13
-1.4656122214585546e-12,-3.2283141208549074e-12
-1.7050759083837642e-12,-3.3096860667625214e-12
-1.7050759083837642e-12,-3.3096860667625214e-12
-1.0683472705477581e-12,-3.776207253966368e-12
2.0718577419799285e-12,-7.914026258459626e-13
-3.2915874992400128e-12,-1.4557712525463405e-11
-1.5509608527988058e-12,-7.914026258459626e-13
8.52680836484573e-12,-3.755006756638774e-12
3.351983450971174e-13,-2.807216595342318e-12
8.94056976330726e-12,-1.6806483492524567e-12
7.6124382646717e-12,4.4574891077086816e-13
3.351983450971174e-13,-7.914026258459626e-13
2.6617208157385124e-12,4.550723591223915e-13
2.716998269520831e-12,-3.776207253966368e-12
7.982729110022905e-12,-7.477393897337365e-13
7.14839676515039e-12,-2.435928075251743e-12
-4.263979160457681e-12,-4.8777261435039365e-11
-2.2468781471090445e-12,-1.925401137963944e-13
-1.9374239998502402e-13,1.5940605303097118e-13
-3.2392678256738034e-12,-3.976168404339896e-11
-2.1931780147876954e-12,5.851323975010253e-13
2.9617416280027577e-12,-8.430444994139384e-12
-6.3049586005250075e-12,-7.932359637034556e-13
-6.3049586005250075e-12,5.998314542074033e-11
-5.6205530217279975e-12,-1.5239901388650143e-12
-3.471070766841302e-12,5.052342707104249e-13
-4.6268214955910546e-12,5.2531261002694123e-11
2.6689265934187144e-12,5.2531261002694123e-11
-3.495691795815179e-12,6.562687313540105e-11
-3.495691795815179e-12,6.562687313540105e-11
-4.263979160457681e-12,-4.223011341250554e-11
9.207621879354305e-13,-1.5373235894196053e-12
-3.495691795815179e-12,1.2335537780997812e-11
-3.2392678256738034e-12,5.851323975010253e-13
-2.704681461367337e-12,1.358169535143355e-11
-2.704681461367337e-12,1.358169535143355e-11
-3.56313080042341e-12,2.643243800937454e-11
-7.21724370284135e-12,-7.932359637034556e-13
-7.21724370284135e-12,-7.932359637034556e-13
-3.382561475892326e-13,2.8830432919887853e-12
9.5065899783194e-13,-3.768352114200202e-12
1.4839600402511669e-12,-5.464759704056912e-12
-4.524122318227486e-14,1.0292720768351622e-11
1.950448948299943e-13,-1.06046820225965e-12
-7.310441276684148e-12,-3.79150043205557e-12
-5.561175698739163e-11,-4.678616210833352e-12
-5.561175698739163e-11,-4.7913540472404246e-12
-2.052591656145626e-12,1.691903444805249e-11
-5.590477191179859e-11,-6.351875482834694e-12
1.4630433586767263e-13,1.691903444805249e-11
2.0301240464980313e-12,1.482603231864261e-11
-1.7702779539295583e-14,-4.678616210833352e-12
-7.310441276684148e-12,-1.3330747827833869e-12
-2.052591656145626e-12,1.6499291590643953e-11
1.4839600402511669e-12,-5.222759962927006e-12
-9.57145322032129e-13,7.293755068236362e-12
-7.853823707994453e-12,7.293755068236362e-12
-7.853823707994453e-12,7.293755068236362e-12
-7.759091633806057e-12,3.401844892179548e-13
-1.677614465689635e-11,2.3676567035105808e-11
-3.874372341382096e-11,2.4534643585220916e-11
-2.6268557007035498e-11,-5.765541260460358e-12
-2.295985264100328e-11,2.3520132966153352e-11
-2.5554154097792225e-11,-5.387292615320352e-13
-7.83482596113905e-12,-4.3112247648986596e-12
-2.5554154097792225e-11,-3.2967141458310953e-12
-1.0126724951033426e-11,2.40251649429496e-11
-1.677614465689635e-11,6.498728906645753e-13
-1.5701596220660534e-11,-1.1835142992976127e-12
-2.6371243302430837e-11,2.3676567035105808e-11
-2.6268557007035498e-11,2.4534643585220916e-11
-2.5554154097792225e-11,6.498728906645753e-13
-2.5634346985166327e-11,8.02519616964809e-13
-5.931040476337622e-12,2.4123882629027346e-11
-5.931040476337622e-12,2.4123882629027346e-11
-6.923586779764657e-12,8.02519616964809e-13
-1.4081103864495546e-11,2.3735384628574584e-11
-2.365579262679678e-11,-9.46210148494175e-13
-1.4081103864495546e-11,1.2988944043998961e-12
-1.3531628299746873e-11,1.9610197729714465e-12
-2.6268557007035498e-11,-1.8789881997061716e-12
-3.1412897016382373e-11,2.556206291038343e-11
3.700756357515934e-12,7.064596528778325e-12
-7.647357420268405e-12,1.527342148192842e-12
